('37271406470601066', '0758', '262', '240', False)
('67478617602539481', '0396', '181', '633', True)
('5180384329749', '0125', '149', '084', True)
('259056010543138154', '0793', '603', '311', True)
('9875992690895637', '0227', '344', '146', True)
('3009621660373651817', '0388', '625', '785', True)
('88050541496998', '0684', '247', '009', True)
('4007841277069425', '0289', '107', '669', False)
('95455444628903031', '0250', '640', '211', True)
('598724000482623', '0349', '919', '211', True)
('66318799977012256', '0826', '687', '257', True)
('9436674861120592081', '6142', '040', '449', False)
('81487836073936931', '0493', '188', '966', True)
('59693208334283162', '1132', '638', '905', False)
('04993084304828036', '0185', '637', '163', True)
('865664200976295', '0679', '047', '147', True)
('26326970408231534', '0987', '256', '277', False)
('90483946380432', '0384', '570', '189', False)
('654733281654808', '0694', '969', '054', False)
('7285886378319630997', '0660', '442', '408', False)
('1069379735708235369', '0687', '258', '518', True)
('500304581172849', '0496', '504', '651', True)
('2230454209990801622', '3534', '190', '806', False)
('2050167152055887', '0652', '922', '751', False)
('394253332425303094', '0542', '030', '556', True)
('64975374550750', '0140', '341', '684', False)
('25796125080796212', '0931', '286', '911', True)
('29895411759589324', '1233', '120', '794', True)
('6152535488806306', '1080', '735', '915', True)
('1209214100550510', '0996', '534', '119', True)
('831828262655839', '0970', '649', '975', True)
('2811265745419725401', '1151', '209', '625', True)
('8755085668243', '0543', '422', '832', False)
('988267222018323182', '0956', '914', '775', False)
('2193906291061555', '0636', '880', '096', False)
('81401172911029124', '0868', '360', '587', False)
('39973434582522423', '0947', '201', '050', False)
('4156246691815005067', '0280', '753', '879', True)
('5068565403104', '9702', '671', '023', False)
('944615132001275665', '1196', '152', '831', False)
('7802193847847923995', '1281', '732', '711', True)
('68490039930975505', '1658', '964', '117', False)
('9383445483010', '0558', '809', '846', True)
('318312515300582646', '0475', '213', '435', True)
('04377478447756', '1049', '589', '198', True)
('5024759702842411257', '0360', '739', '265', True)
('97483704978354446', '0226', '224', '968', True)
('5432824643258', '0948', '606', '595', True)
('17026277757270', '0487', '948', '538', False)
('2086801903108643001', '0532', '958', '261', True)
('73174886782598063', '1135', '611', '469', True)
('948874503451991265', '0746', '105', '371', True)
('6436695419424', '0872', '639', '211', False)
('63813079940773277', '0432', '961', '890', False)
('3187047916069477176', '1228', '049', '416', True)
('0204617594593118', '0279', '981', '890', True)
('9163485519760', '0463', '863', '529', True)
('57035576668710674', '5138', '569', '284', False)
('69903390524463', '0152', '699', '656', True)
('2802393793994', '0533', '443', '645', True)
('499774887411310', '0338', '653', '432', False)
('36349822349617051', '0666', '797', '373', True)
('744761424359266', '0728', '446', '796', False)
('4091636673217', '0867', '310', '708', True)
('357970247124111235', '0582', '785', '432', False)
('8680865171558', '0754', '138', '260', True)
('156244159427570', '0851', '628', '666', True)
('1345261227919', '0778', '449', '674', False)
('90974093790167', '0568', '726', '403', True)
('5955358890827906', '0254', '637', '819', True)
('301696906683519564', '1042', '726', '095', False)
('4087708291872613818', '9229', '156', '748', False)
('355121334233744', '0455', '522', '504', True)
('26828462173315', '1074', '503', '691', False)
('302842921574778', '1246', '223', '650', False)
('192653493444295788', '0355', '595', '289', True)
('0683801794169513779', '0871', '970', '181', True)
('5695048744545383', '0463', '504', '768', False)
('84924916531563512', '0798', '497', '138', True)
('525789099576518', '0831', '314', '085', True)
('75635265340470156', '0338', '628', '476', True)
('914461013944461968', '0175', '984', '946', False)
('61549024608525', '0129', '415', '105', True)
('2249023172049573554', '0327', '701', '901', False)
('23576615052265', '0993', '335', '548', False)
('7278684204214416475', '0998', '987', '139', False)
('3276632056234794113', '0954', '828', '067', False)
('85429896270997', '1148', '787', '468', False)
('16617513359122978', '1181', '179', '513', True)
('7481745845481533', '0870', '345', '969', True)
('5277203275506702', '0835', '397', '493', True)
('10314788785411', '0447', '021', '176', True)
('38410027795568077', '0565', '436', '498', True)
('83619434028483', '0766', '225', '512', True)
('67995714312133137', '0557', '749', '014', False)
('1545019487467329026', '5039', '991', '806', False)
('457969869898130876', '1166', '787', '841', False)
('0986047095213186', '0778', '548', '609', True)
('06101526299672', '0377', '344', '114', False)
('449060789201143041', '0146', '397', '827', False)
('85977030395930', '0438', '749', '562', True)
('41765855301036303', '0236', '382', '049', True)
('37641311379737', '0993', '322', '298', True)
('35444593914913', '0667', '107', '797', True)
('0435256409520023', '0398', '547', '692', True)
('6047185572214832768', '4290', '597', '531', False)
('6100088814855', '0644', '053', '719', False)
('94876078642980', '0897', '189', '091', False)
('37921481568289', '8544', '152', '086', False)
('205269841362986687', '9843', '288', '431', False)
('189878723555782579', '0925', '723', '658', False)
('3528781642020542057', '0679', '650', '902', True)
('94476678173575', '0398', '201', '477', True)
('69512698692628647', '0688', '270', '701', False)
('2660654067829060', '1033', '685', '145', True)
('4591573346032', '0779', '223', '848', True)
('1367849342629', '0689', '549', '539', False)
('2349429374937731199', '0370', '539', '793', True)
('52710643226420593', '0241', '056', '313', True)
('38999253544664952', '1137', '666', '149', False)
('4006081395207321513', '0728', '497', '653', True)
('6302630875138246', '1166', '602', '870', True)
('9068696424365273', '0557', '121', '206', True)
('68418461602076744', '8875', '043', '017', False)
('9680352412266', '0691', '841', '071', True)
('17730321912016624', '2625', '243', '331', False)
('22541851218360465', '1277', '269', '321', True)
('8048948297070648', '0698', '258', '473', False)
('865385566866675656', '0871', '803', '869', True)
('543066336608801005', '4254', '988', '909', False)
('6387765607049343546', '1817', '649', '325', False)
('3532848104328', '0196', '874', '970', True)
('170878213433146452', '0348', '180', '875', True)
('674267820540573', '1159', '753', '026', True)
('7654672811508423', '0726', '316', '975', False)
('430146448785916', '0833', '967', '488', True)
('18860353541409', '0563', '511', '884', True)
('93809157710122', '0950', '103', '521', True)
('4367927891755061', '0575', '342', '472', True)
('62668896622403', '0736', '780', '808', False)
('551751797517073122', '1278', '203', '542', False)
('9658281360046', '6052', '281', '107', False)
('3740261347082171', '0388', '510', '913', True)
('98990714400830', '0837', '296', '831', False)
('7867918706659950', '1177', '222', '662', True)
('5929163279794', '0163', '233', '248', False)
('15908691369026', '1289', '127', '431', True)
('838497983430485', '9825', '694', '246', False)
('270037273614466', '1237', '074', '888', True)
('50820419824586346', '8418', '866', '494', False)
('649341168961082119', '0236', '805', '122', False)
('13064488657417328', '0556', '444', '957', True)
('7810971159459', '1229', '954', '933', True)
('3578268096585', '8591', '015', '974', False)
('504241909275951', '0436', '934', '734', True)
('5014730659936731', '0161', '452', '409', True)
('3906738915533131', '0635', '052', '942', False)
('252036838324409877', '1277', '534', '386', True)
('3592303912225562399', '0960', '688', '455', True)
('3722248337602474', '1225', '146', '779', True)
('5295640105341828808', '0572', '440', '181', False)
('740726093787294', '2911', '766', '108', False)
('5677873631899', '1139', '772', '810', False)
('610929338812996674', '1089', '241', '016', True)
('2077340906241904971', '1279', '841', '331', True)
('4252796058926', '0644', '289', '863', False)
('75359057223815852', '1147', '932', '967', True)
('659136962311796099', '0941', '025', '456', True)
('87773656906554192', '1555', '609', '170', False)
('90862093317670878', '0131', '182', '183', True)
('2105085680366', '0662', '339', '753', False)
('3407257167109482001', '0365', '646', '053', False)
('2550442993914259233', '0786', '768', '845', True)
('52305168242700028', '0543', '430', '108', False)
('36770024494203955', '1275', '195', '365', False)
('760276195826064523', '0682', '200', '026', True)
('6046596063822449', '1295', '879', '659', True)
('4762234779714810', '4120', '323', '312', False)
('1754244768268570032', '0726', '925', '557', True)
('892035059324837', '0762', '626', '142', True)
('3884939212587', '0668', '526', '336', False)
('790855384804986', '1150', '869', '932', True)
('7987847241750625', '0449', '967', '470', True)
('990481441867848786', '0561', '881', '720', False)
('045838339202516113', '0328', '142', '843', False)
('682844653784468275', '0292', '804', '740', False)
('60826622594765', '2227', '780', '630', False)
('8732423504929888658', '0176', '865', '588', False)
('044139802853360', '7864', '780', '418', False)
('2407924435022', '0658', '504', '538', False)
('12565573315720282', '0946', '390', '073', False)
('860111053683151', '0227', '157', '306', False)
('24435254266297116', '0363', '402', '299', True)
('3428282020093441', '0269', '655', '339', True)
('5627661902580191', '7613', '920', '917', False)
('856149848389460915', '0369', '801', '501', True)
('5556789028293', '0954', '836', '214', False)
('782178794899157', '1242', '650', '864', False)
('5605361302038', '1157', '737', '840', False)
('4158593965685806043', '0357', '648', '780', False)
('444852990265496', '0495', '076', '257', True)
('2143558793736210172', '0833', '469', '931', True)
('80120398809177', '1084', '579', '539', True)
('13280677705991346', '0647', '797', '539', True)
('8795160738982', '1147', '787', '308', True)
('48734367902749811', '0737', '234', '458', False)
('0662595781541188', '0431', '915', '454', False)
('0805401132644', '0567', '508', '983', True)
('946516486845110', '5143', '008', '182', False)
('689705906715885', '0986', '584', '966', True)
('652922873453282', '0958', '821', '475', False)
('17772269801481', '1033', '245', '758', False)
('7824460139609', '0853', '428', '710', True)
('35953381911840', '1261', '792', '492', True)
('663051960621073186', '1049', '936', '047', True)
('07379944630566', '0238', '660', '681', True)
('69326115378871998', '5288', '826', '076', False)
('583077735286349', '3023', '337', '943', False)
('629045790798705801', '0867', '556', '329', False)
('6851797907402198127', '0647', '301', '928', False)
('030104671899627012', '0448', '471', '838', True)
('817338527518754', '2784', '079', '920', False)
('871293110335400', '0477', '620', '758', False)
('35663860418111129', '0898', '661', '224', False)
('717135325080844', '1043', '337', '273', False)
('591815203434416', '3230', '082', '447', False)
('0130114120913', '1073', '344', '229', False)
('8114524582575448175', '0575', '904', '659', True)
('34056326970490794', '4360', '199', '246', False)
('6781616024069267', '1166', '737', '787', False)
('346985984559968', '9403', '520', '711', False)
('2781686491997', '0595', '353', '495', False)
('09910313646961', '0490', '635', '065', True)
('0108549638699567372', '0873', '755', '794', True)
('6091306424453932', '0434', '361', '742', True)
('719056305659128244', '1153', '157', '063', False)
('1004421289456', '5762', '267', '693', False)
