('811290390608389882', True)
('097224559993241', True)
('75838586750522573', False)
('017718067448389', True)
('5432474334633691894', True)
('57824969495388977', True)
('3335140244542983038', True)
('60702078300415131', True)
('66813541732539979', True)
('787910851464270088', True)
('715856554115201729', True)
('713410820396057682', True)
('132557196003451220', False)
('49224814578745', False)
('857483449048414', True)
('115431647981101309', True)
('65354100457814', False)
('405230547719520', False)
('874963035744918920', True)
('5458302909553360', True)
('0248729076158', False)
('65805438177622', False)
('0754937205154348', True)
('756583057645591', False)
('6079174073577298740', False)
('58692306406565277', True)
('159926147662659', True)
('8416604064287', False)
('69020824186692', True)
('557925396561503', True)
('06813511633166', False)
('5888629877653', False)
('32693761751449', True)
('6609838578286', False)
('0848080199127152259', True)
('3906008073533', True)
('2085476311321213832', True)
('0164734208773784', True)
('97532944845875378', True)
('64774422579878692', False)
('0148425827272', False)
('811589094387825195', True)
('36271464075691', False)
('0171660596064', False)
('156054172870072', True)
('06768924491463', False)
('548084470933694624', True)
('70877957995750696', False)
('5319684519266', True)
('570484296375856', True)
('209084330240618', True)
('533325175333852', False)
('96897201651175', True)
('41718802573020', False)
('5280309815256461', True)
('283668668505086024', False)
('21366131571141198', False)
('0077502126019620935', False)
('971661681826693', False)
('5854486324895', True)
('130490303539114', True)
('020295113321345', True)
('8477923870058989933', False)
('2475152117834428724', True)
('0959492949836', False)
('25244631100711', True)
('7820155459224817010', False)
('733238323505026712', True)
('4845938043514', False)
('032259455261823402', True)
('050265946829049', True)
('97487198794797', True)
('3730335065069826', True)
('475667390696809816', False)
('25274678628155672', True)
('8455094202460', True)
('713121742968687821', True)
('726499979669196', False)
('7665728865745', True)
('9219439808590', True)
('009541509674978', True)
('5671869062756098', True)
('425945856481661', True)
('2863687408045639089', True)
('3271149467012903', False)
('359271256328554', False)
('137065977092696492', False)
('6112895747771484145', True)
('45144309325729298', False)
('18663122678522', False)
('93765854032089', True)
('2688863824573480497', False)
('516436511826583408', False)
('223862513381375481', True)
('2115637430839560', True)
('703846348106598', False)
('63130248943316345', True)
('753259064002398', False)
('9807263492105770', True)
('0591314938422', True)
('290893161371310993', False)
('73318614402889', False)
('1177736777978580529', True)
('2140372139040877449', False)
('1258029039976185098', False)
('861731893458752705', False)
('934609160305735', True)
('5543842800363', True)
('0041693661658725713', True)
('05032175604816', False)
('518952282591194', False)
('82101855131511779', False)
('8817691352180', True)
('065058222155925815', True)
('268647844357272', True)
('7434808138753990122', False)
('302542775088214160', False)
('280688070761335058', False)
('3346887643058175349', True)
('4607666963981264122', True)
('711782463046987711', True)
('418329787858843', True)
('9745091887145472', True)
('57872795833437', True)
('5954370120939303', True)
('1749847817518', False)
('146015782759263', True)
('04108207107696', True)
('60394598553729', True)
('08522346768711', True)
('7459643710257518', False)
('958935534092554200', True)
('0297740455417', True)
('54655563869607', False)
('021828148344649606', True)
('42492253106993126', True)
('7138570532519719', True)
('5235229842106', True)
('77828506330739', False)
('70970795287522', True)
('006529334194679', True)
('29305539201476296', False)
('121396235031446', True)
('9874782216902228', False)
('61949685652410949', True)
('76767039038398807', True)
('6107352860255', False)
('115508990779770721', False)
('6525787733789437071', False)
('5807540908852352', True)
('3090661351234194', False)
('466256800605160297', False)
('586589323975007', True)
('41436390768452883', False)
('5723034760186191', True)
('089537638817762', True)
('42059076061064', True)
('2895152567120', True)
('9836808626525452', False)
('950392714693588', False)
('556133481129446202', False)
('775938915708641603', False)
('91889031370059396', True)
('3857086949021129338', True)
('94139195162386', True)
('66681920258975', True)
('845649435691016888', True)
('01361401858951', False)
('1208674624828', True)
('03156443220576', False)
('56443340199608', False)
('98818212247545586', False)
('0019374356659061323', False)
('93829062574213108', False)
('8634907805695825145', True)
('837778941889457743', False)
('16119857068464012', False)
('8140741304033577', True)
('2552838950399023', True)
('32018095663575', False)
('5360929400352766169', False)
('436210940977621', False)
('41015967975860823', True)
('082293322567414588', True)
('73863109317058982', False)
('81865588311472449', False)
('111167403843701', False)
('86930986838626', True)
('3524763168650368', False)
('2529875777613', False)
('9729828562192426991', True)
('7557901183286443022', False)
('7967427995129229', True)
('3024974715575652732', True)
('323399316499006521', True)
('5629299418757', True)
('624710439740929', False)
('932104611810030', False)
('38314577296192881', False)
('3997608930073', False)
('81490306014093692', True)
('283240720426285685', True)
('75666613785876225', True)
('8702899493848', True)
('81121978500771', True)
('413301646132228', False)
('12247651953484', True)
('499375831382894', True)
('612092318979450373', True)
('52062374991960746', False)
('86256900159760', False)
('9957168040200448856', True)
('52895981384993', False)
('91933366174808580', True)
('97759872715136', True)
('8794035035647089', False)
('111373169512098028', True)
('08206109634399', False)
('8250504245223265542', True)
('569630242169008', True)
('359244923325175718', False)
('5699600868829394830', True)
('774331010478517989', False)
('62472871161057967', False)
('3156930725479475', False)
('36967176220539', True)
('360619242911293743', True)
('104737722833599649', True)
('901508693584173759', True)
('15942953308430', True)
('3375733829215', True)
('674533814384504', False)
('2795386635059', False)
('264310010853145', True)
('65603763249599', False)
('17416398859693707', False)
('62221388930742', True)
('358239792785989929', True)
('13535157305929437', True)
('972924593675358888', True)
('824637488649149', True)
('5970875391665', False)
('258691636909407156', True)
('340232602121381803', False)
('1937591907348728075', True)
('58939740973534931', False)
('82166415825447', True)
('47396004810807', False)
('2364275858845128856', True)
('8123177513878', False)
('3491868222105367089', True)
('8001486447825180827', True)
('799490189019848188', True)
('9806091341111561', True)
('53859969375220156', True)
('5122560941493621819', False)
('883833101025606037', True)
('751105171230194', False)
('3202347498065504571', False)
('5177829489356097480', True)
('7543354617068553556', False)
('21547649792244', True)
('22285997900296', False)
('683096634974325', True)
('8370636318171', False)
('0148399192539582', False)
('676650957235663995', False)
('242401440943767', False)
('1740377264629473', True)
('1691694642252829306', False)
('9219600045949', True)
('40862819799250023', False)
('8924833273326272', False)
('6309925605646606', True)
('0921737375554410', True)
('77624223252329958', False)
('9617623072928539', False)
('3038434346931687', True)
('0527138263465214279', True)
('9767051832465585106', False)
('2629714244001820021', True)
('8231668385142', False)
('87923843844830392', False)
('501191093564070', False)
('277214940074315659', False)
('93779626855842', True)
('25687695194396978', True)
('4033259438002862', True)
('72543611691337874', True)
('25186123983172621', False)
('34350701526253180', True)
('824976513350840', False)
('2144473555706191173', False)
('350418957924055037', True)
('3132507421210', True)
('043818787870191339', True)
('3455613185720', True)
('97452873558230', True)
('7222566112830424', False)
('95271307921869', False)
('204044827864426038', False)
('8572247442381207510', False)
('93135019478868', True)
('70634570229967830', True)
('67682384755854223', False)
('24894201665062', False)
('9656446344087', True)
('174289129025298979', False)
('4780961023882435', False)
('1054711802283387', True)
('547446026991250603', True)
('0874796316307707', True)
('933844833369252', True)
('877298445198322009', True)
('43881012014637', False)
('5606929443002925', False)
('274717818169003', False)
('0072042119049', False)
('955719149509515', False)
('767895818453504', True)
('9170691269525789', True)
('604929576790249458', False)
('2283473955433', False)
('64764358077151615', False)
('39269346634840970', True)
('76080844149626', False)
('80995858935359067', True)
('92694997770393103', False)
('080647570818277843', True)
('15018982725082975', False)
('92406813004595487', True)
('003700490113456263', False)
